ticket_id,customer_id,complaint_category,complaint_date,severity
TICKET000445,CUST092229,Mobile App Issues,2024-08-09,0
TICKET000446,CUST051885,KYC Verification Delay,2024-06-11,3
TICKET000447,CUST003609,Delayed Refund,2024-10-08,6
TICKET000448,CUST025335,Loan Application Rejected,2024-09-25,2
TICKET000449,CUST050361,Incorrect Charges,2024-08-28,2
TICKET000450,CUST000579,Mobile App Issues,2024-08-26,10
TICKET000451,CUST088978,Account Locked,2024-05-24,10
TICKET000452,CUST081592,Delayed Refund,2025-03-17,2
TICKET000453,CUST025090,Card Not Working,2024-10-14,5
TICKET000454,CUST036616,Mobile App Issues,2024-06-20,5
TICKET000455,CUST038300,Loan Application Rejected,2025-05-03,1
TICKET000456,CUST077873,Unauthorized Transaction,2024-09-19,8
TICKET000457,CUST001805,Poor Customer Service,2024-11-14,6
TICKET000458,CUST049067,Account Locked,2024-08-18,4
TICKET000459,CUST070630,KYC Verification Delay,2024-11-18,6
TICKET000460,CUST087837,Poor Customer Service,2025-04-07,2
TICKET000461,CUST005966,Mobile App Issues,2025-01-15,7
TICKET000462,CUST056986,Unauthorized Transaction,2025-02-28,7
TICKET000463,CUST080871,Poor Customer Service,2024-08-27,0
TICKET000464,CUST098739,Poor Customer Service,2024-09-10,2
TICKET000465,CUST042747,Account Locked,2024-10-13,8
TICKET000466,CUST005785,KYC Verification Delay,2025-02-19,1
TICKET000467,CUST048359,ATM Withdrawal Failed,2024-09-17,8
TICKET000468,CUST054625,Delayed Refund,2025-05-13,2
TICKET000469,CUST009955,ATM Withdrawal Failed,2024-07-07,3
TICKET000470,CUST075387,KYC Verification Delay,2024-08-01,9
TICKET000471,CUST097021,Poor Customer Service,2025-01-29,5
TICKET000472,CUST032891,Loan Application Rejected,2025-01-16,6
TICKET000473,CUST025439,Mobile App Issues,2025-02-15,4
TICKET000474,CUST075212,Poor Customer Service,2024-12-25,6
TICKET000475,CUST090177,Card Not Working,2024-10-24,10
TICKET000476,CUST046641,Card Not Working,2024-09-20,6
TICKET000477,CUST056660,Unauthorized Transaction,2025-05-05,4
TICKET000478,CUST049723,Poor Customer Service,2024-06-22,5
TICKET000479,CUST038657,Card Not Working,2025-01-25,3
TICKET000480,CUST020463,KYC Verification Delay,2025-04-26,6
TICKET000481,CUST085545,Account Locked,2024-05-14,4
TICKET000482,CUST015299,Account Locked,2024-07-15,7
TICKET000483,CUST061775,Account Locked,2025-03-17,0
TICKET000484,CUST052079,Loan Application Rejected,2024-09-17,3
TICKET000485,CUST065854,Account Locked,2025-02-20,4
TICKET000486,CUST050436,Poor Customer Service,2025-02-01,7
TICKET000487,CUST090081,Loan Application Rejected,2024-12-04,1
TICKET000488,CUST080643,Incorrect Charges,2024-10-20,1
TICKET000489,CUST012648,Unauthorized Transaction,2025-02-28,6
TICKET000490,CUST009008,Incorrect Charges,2024-12-15,10
TICKET000491,CUST072566,Loan Application Rejected,2025-02-12,5
TICKET000492,CUST056738,Account Locked,2024-10-06,5
TICKET000493,CUST093324,Card Not Working,2024-05-25,6
TICKET000494,CUST093590,Delayed Refund,2024-11-27,0
TICKET000495,CUST072224,KYC Verification Delay,2024-12-25,7
TICKET000496,CUST063495,Loan Application Rejected,2025-03-29,4
TICKET000497,CUST019523,Account Locked,2025-03-24,9
TICKET000498,CUST066531,Poor Customer Service,2025-01-26,4
TICKET000499,CUST048135,ATM Withdrawal Failed,2024-08-16,1
TICKET000500,CUST005021,KYC Verification Delay,2025-02-15,5
TICKET000501,CUST083418,Poor Customer Service,2024-11-22,2
TICKET000502,CUST044502,Incorrect Charges,2024-08-20,7
TICKET000503,CUST067250,Unauthorized Transaction,2025-01-15,10
TICKET000504,CUST051253,Poor Customer Service,2024-12-23,1
TICKET000505,CUST077190,ATM Withdrawal Failed,2025-04-30,2
TICKET000506,CUST037532,Account Locked,2025-04-02,6
TICKET000507,CUST086829,Poor Customer Service,2025-02-22,3
TICKET000508,CUST026193,Delayed Refund,2025-05-05,9
TICKET000509,CUST081372,Card Not Working,2024-12-03,3
TICKET000510,CUST098356,Card Not Working,2024-06-22,6
TICKET000511,CUST068497,Poor Customer Service,2025-01-07,0
TICKET000512,CUST070578,Delayed Refund,2024-10-15,3
TICKET000513,CUST005055,Incorrect Charges,2024-09-14,8
TICKET000514,CUST047406,Unauthorized Transaction,2024-11-24,8
TICKET000515,CUST063112,Card Not Working,2024-12-30,10
TICKET000516,CUST092526,Card Not Working,2024-09-30,2
TICKET000517,CUST037546,KYC Verification Delay,2024-10-23,9
TICKET000518,CUST029945,Incorrect Charges,2024-07-12,3
TICKET000519,CUST044720,Incorrect Charges,2024-07-30,9
TICKET000520,CUST044107,Card Not Working,2025-03-26,9
TICKET000521,CUST034285,Account Locked,2024-07-09,5
TICKET000522,CUST020974,Unauthorized Transaction,2024-11-06,9
TICKET000523,CUST091872,Loan Application Rejected,2025-02-03,5
TICKET000524,CUST018789,Unauthorized Transaction,2025-04-01,7
TICKET000525,CUST023307,Card Not Working,2024-10-17,6
TICKET000526,CUST095860,Delayed Refund,2024-06-23,3
TICKET000527,CUST057828,Account Locked,2024-12-03,0
TICKET000528,CUST081606,Account Locked,2024-12-20,2
TICKET000529,CUST054908,ATM Withdrawal Failed,2024-11-17,4
TICKET000530,CUST097979,Card Not Working,2024-12-02,1
TICKET000531,CUST036838,Mobile App Issues,2024-06-05,8
TICKET000532,CUST038668,Poor Customer Service,2024-10-29,8
TICKET000533,CUST020073,Mobile App Issues,2025-02-13,3
TICKET000534,CUST061552,Card Not Working,2024-10-24,8
TICKET000535,CUST016984,Mobile App Issues,2025-04-08,10
TICKET000536,CUST026023,Loan Application Rejected,2024-08-15,5
TICKET000537,CUST040405,Account Locked,2025-04-06,10
TICKET000538,CUST031579,Mobile App Issues,2024-08-10,5
TICKET000539,CUST053934,Poor Customer Service,2025-01-31,6
TICKET000540,CUST092098,Card Not Working,2024-08-12,3
TICKET000541,CUST046162,Loan Application Rejected,2024-06-01,4
TICKET000542,CUST054301,Incorrect Charges,2025-01-27,3
TICKET000543,CUST093943,Poor Customer Service,2024-12-06,10
TICKET000544,CUST070307,ATM Withdrawal Failed,2025-02-07,4
TICKET000545,CUST019824,Delayed Refund,2025-01-13,3
TICKET000546,CUST087954,Mobile App Issues,2024-06-25,9
TICKET000547,CUST052460,ATM Withdrawal Failed,2024-09-24,5
TICKET000548,CUST030592,Card Not Working,2024-07-07,0
TICKET000549,CUST077922,KYC Verification Delay,2024-10-07,8
TICKET000550,CUST049716,Mobile App Issues,2024-11-17,10
TICKET000551,CUST002856,ATM Withdrawal Failed,2024-07-11,5
TICKET000552,CUST072469,Poor Customer Service,2024-05-26,7
TICKET000553,CUST012945,Account Locked,2024-07-14,1
TICKET000554,CUST000070,ATM Withdrawal Failed,2025-02-19,6
TICKET000555,CUST050862,Incorrect Charges,2024-09-28,10
TICKET000556,CUST079881,Poor Customer Service,2024-07-25,2
TICKET000557,CUST062885,Card Not Working,2025-01-04,3
TICKET000558,CUST003696,Poor Customer Service,2024-09-27,10
TICKET000559,CUST050018,KYC Verification Delay,2024-06-26,5
TICKET000560,CUST080487,Card Not Working,2024-11-18,8
TICKET000561,CUST084398,Account Locked,2025-04-04,8
TICKET000562,CUST006409,Unauthorized Transaction,2024-08-19,1
TICKET000563,CUST049136,Account Locked,2024-11-18,7
TICKET000564,CUST081072,Card Not Working,2024-09-20,5
TICKET000565,CUST060576,Account Locked,2024-07-25,4
TICKET000566,CUST044699,KYC Verification Delay,2024-06-26,6
TICKET000567,CUST025800,Account Locked,2024-08-24,6
TICKET000568,CUST034907,Card Not Working,2024-10-06,8
TICKET000569,CUST016254,KYC Verification Delay,2024-07-22,9
TICKET000570,CUST060526,Loan Application Rejected,2024-07-08,0
TICKET000571,CUST080997,Incorrect Charges,2024-07-10,8
TICKET000572,CUST004722,Incorrect Charges,2024-08-10,2
TICKET000573,CUST051720,KYC Verification Delay,2025-04-14,3
TICKET000574,CUST015567,Incorrect Charges,2024-08-30,9
TICKET000575,CUST063146,Loan Application Rejected,2024-07-01,8
TICKET000576,CUST027071,Mobile App Issues,2024-07-31,9
TICKET000577,CUST013618,ATM Withdrawal Failed,2024-08-07,2
TICKET000578,CUST039924,ATM Withdrawal Failed,2024-05-28,9
TICKET000579,CUST057484,Card Not Working,2025-01-15,9
TICKET000580,CUST027757,Loan Application Rejected,2025-04-24,8
TICKET000581,CUST057977,Card Not Working,2024-12-17,7
TICKET000582,CUST079772,Loan Application Rejected,2025-02-10,9
TICKET000583,CUST067647,Incorrect Charges,2024-10-02,3
TICKET000584,CUST016866,Mobile App Issues,2025-02-01,4
TICKET000585,CUST000243,Card Not Working,2024-09-19,9
TICKET000586,CUST019919,Incorrect Charges,2024-06-21,4
TICKET000587,CUST033886,Delayed Refund,2024-07-26,3
TICKET000588,CUST074837,Account Locked,2025-05-13,0
TICKET000589,CUST082890,Incorrect Charges,2024-07-14,4
TICKET000590,CUST081024,ATM Withdrawal Failed,2024-07-27,9
TICKET000591,CUST098142,Delayed Refund,2024-09-27,4
TICKET000592,CUST016388,ATM Withdrawal Failed,2024-12-03,1
TICKET000593,CUST041650,Mobile App Issues,2024-06-08,3
TICKET000594,CUST095553,Incorrect Charges,2024-08-15,9
TICKET000595,CUST028566,Delayed Refund,2024-07-03,7
TICKET000596,CUST077241,Poor Customer Service,2024-10-23,2
TICKET000597,CUST059610,Mobile App Issues,2024-12-26,1
TICKET000598,CUST004656,Account Locked,2024-06-12,9
TICKET000599,CUST081818,Unauthorized Transaction,2024-07-07,10
TICKET000600,CUST084671,KYC Verification Delay,2025-05-04,2
TICKET000601,CUST042389,KYC Verification Delay,2024-11-20,8
TICKET000602,CUST008035,Card Not Working,2024-10-18,3
TICKET000603,CUST072805,Delayed Refund,2024-12-16,5
TICKET000604,CUST087880,Poor Customer Service,2024-07-17,0
TICKET000605,CUST060672,Incorrect Charges,2024-11-26,2
TICKET000606,CUST099416,Loan Application Rejected,2025-05-13,8
TICKET000607,CUST064586,KYC Verification Delay,2025-02-03,5
TICKET000608,CUST040401,Poor Customer Service,2025-01-01,6
TICKET000609,CUST013986,Mobile App Issues,2024-08-26,9
TICKET000610,CUST025900,Poor Customer Service,2024-06-25,9
TICKET000611,CUST032155,Loan Application Rejected,2024-12-26,4
TICKET000612,CUST064451,Unauthorized Transaction,2025-01-10,4
TICKET000613,CUST073771,Delayed Refund,2024-09-07,3
TICKET000614,CUST098158,Incorrect Charges,2024-10-22,8
TICKET000615,CUST098562,KYC Verification Delay,2024-07-24,5
TICKET000616,CUST074763,Incorrect Charges,2024-12-08,8
TICKET000617,CUST088887,Incorrect Charges,2024-09-03,4
TICKET000618,CUST068573,Delayed Refund,2025-02-01,8
TICKET000619,CUST072076,KYC Verification Delay,2024-06-15,6
TICKET000620,CUST041410,Delayed Refund,2025-03-25,2
TICKET000621,CUST026517,Poor Customer Service,2024-07-13,4
TICKET000622,CUST059271,Incorrect Charges,2025-05-04,6
TICKET000623,CUST080374,Loan Application Rejected,2024-11-10,5
TICKET000624,CUST090494,Mobile App Issues,2024-07-26,5
TICKET000625,CUST010061,Delayed Refund,2025-01-20,4
TICKET000626,CUST090234,ATM Withdrawal Failed,2024-09-30,6
TICKET000627,CUST096487,ATM Withdrawal Failed,2025-04-14,7
TICKET000628,CUST091591,Loan Application Rejected,2024-07-09,0
TICKET000629,CUST075903,Incorrect Charges,2025-03-16,9
TICKET000630,CUST076185,Poor Customer Service,2024-10-18,9
TICKET000631,CUST080067,Account Locked,2024-10-08,2
TICKET000632,CUST009843,Unauthorized Transaction,2024-11-19,2
TICKET000633,CUST042063,KYC Verification Delay,2024-12-03,5
TICKET000634,CUST076218,Delayed Refund,2024-10-11,10
TICKET000635,CUST030061,Unauthorized Transaction,2025-05-08,2
TICKET000636,CUST016644,Incorrect Charges,2025-02-05,9
TICKET000637,CUST015946,KYC Verification Delay,2025-01-14,1
TICKET000638,CUST082455,Incorrect Charges,2025-03-21,8
TICKET000639,CUST042941,Poor Customer Service,2024-06-20,6
TICKET000640,CUST013222,Delayed Refund,2024-06-25,1
TICKET000641,CUST018995,Delayed Refund,2024-06-17,10
TICKET000642,CUST041997,Mobile App Issues,2024-07-18,7
TICKET000643,CUST060654,Loan Application Rejected,2024-07-09,0
TICKET000644,CUST011104,KYC Verification Delay,2024-06-07,1
TICKET000645,CUST021193,Account Locked,2025-05-10,0
TICKET000646,CUST052725,Loan Application Rejected,2024-06-23,5
TICKET000647,CUST063738,Account Locked,2025-04-11,2
TICKET000648,CUST017874,Unauthorized Transaction,2024-09-25,0
TICKET000649,CUST018901,Mobile App Issues,2024-07-12,9
TICKET000650,CUST060320,Poor Customer Service,2024-11-09,0
TICKET000651,CUST059779,Unauthorized Transaction,2025-01-20,5
TICKET000652,CUST044637,Account Locked,2025-02-07,4
TICKET000653,CUST034770,Incorrect Charges,2025-04-22,5
TICKET000654,CUST056370,Delayed Refund,2024-09-06,3
TICKET000655,CUST013085,Delayed Refund,2025-03-12,7
TICKET000656,CUST050386,Card Not Working,2024-10-27,3
TICKET000657,CUST093543,Incorrect Charges,2024-06-08,2
TICKET000658,CUST070685,Loan Application Rejected,2024-10-11,2
TICKET000659,CUST093084,ATM Withdrawal Failed,2024-11-24,10
TICKET000660,CUST058409,ATM Withdrawal Failed,2024-09-22,1
TICKET000661,CUST024527,Delayed Refund,2025-01-30,10
TICKET000662,CUST077595,Unauthorized Transaction,2024-11-23,1
TICKET000663,CUST059133,KYC Verification Delay,2024-12-24,5
TICKET000664,CUST050647,ATM Withdrawal Failed,2024-07-18,2
TICKET000665,CUST065454,Poor Customer Service,2024-12-16,4
TICKET000666,CUST026909,ATM Withdrawal Failed,2024-05-20,10
TICKET000667,CUST051076,Mobile App Issues,2024-10-05,2
TICKET000668,CUST045721,Incorrect Charges,2025-02-01,6
TICKET000669,CUST063334,Account Locked,2024-09-06,0
TICKET000670,CUST005095,Mobile App Issues,2025-04-26,9
TICKET000671,CUST023319,Account Locked,2024-09-19,0
TICKET000672,CUST094302,ATM Withdrawal Failed,2024-06-03,2
TICKET000673,CUST015886,ATM Withdrawal Failed,2024-08-31,10
TICKET000674,CUST005430,Delayed Refund,2024-08-14,1
TICKET000675,CUST049807,Mobile App Issues,2024-05-22,3
TICKET000676,CUST008088,ATM Withdrawal Failed,2024-11-17,4
TICKET000677,CUST057517,Unauthorized Transaction,2024-05-27,2
TICKET000678,CUST041528,Loan Application Rejected,2024-11-16,4
TICKET000679,CUST007323,Delayed Refund,2024-10-27,7
TICKET000680,CUST001119,Unauthorized Transaction,2025-04-30,10
TICKET000681,CUST000943,Loan Application Rejected,2024-09-15,8
TICKET000682,CUST036709,KYC Verification Delay,2024-12-03,6
TICKET000683,CUST062473,Card Not Working,2024-10-21,8
TICKET000684,CUST094832,Card Not Working,2025-01-23,6
TICKET000685,CUST085074,Loan Application Rejected,2025-01-07,4
TICKET000686,CUST022072,Mobile App Issues,2024-05-16,8
TICKET000687,CUST015769,Unauthorized Transaction,2024-07-05,6
TICKET000688,CUST012086,Unauthorized Transaction,2025-04-18,7
TICKET000689,CUST036473,Delayed Refund,2025-02-13,8
TICKET000690,CUST082577,Account Locked,2025-02-23,0
TICKET000691,CUST053803,Account Locked,2025-02-17,1
TICKET000692,CUST005591,Mobile App Issues,2025-04-12,1
TICKET000693,CUST019099,Delayed Refund,2024-08-28,9
TICKET000694,CUST034818,Delayed Refund,2024-08-25,2
TICKET000695,CUST085249,Mobile App Issues,2025-03-22,8
TICKET000696,CUST072916,Account Locked,2025-02-03,6
TICKET000697,CUST006935,KYC Verification Delay,2024-09-26,1
TICKET000698,CUST061479,ATM Withdrawal Failed,2025-02-15,3
TICKET000699,CUST076809,Incorrect Charges,2024-09-30,5
TICKET000700,CUST001002,Delayed Refund,2024-10-23,6
TICKET000701,CUST057846,Poor Customer Service,2024-06-28,9
TICKET000702,CUST084638,ATM Withdrawal Failed,2024-06-14,7
TICKET000703,CUST035555,Card Not Working,2024-08-04,3
TICKET000704,CUST032972,Incorrect Charges,2025-01-02,8
TICKET000705,CUST009347,Mobile App Issues,2024-12-09,7
TICKET000706,CUST027076,Incorrect Charges,2024-07-30,8
TICKET000707,CUST070164,Incorrect Charges,2025-02-24,9
TICKET000708,CUST055215,Loan Application Rejected,2024-12-06,5
TICKET000709,CUST012875,KYC Verification Delay,2024-11-27,9
TICKET000710,CUST049864,Poor Customer Service,2024-10-07,4
TICKET000711,CUST009166,Delayed Refund,2024-09-28,6
TICKET000712,CUST070856,ATM Withdrawal Failed,2024-05-31,6
TICKET000713,CUST047455,Mobile App Issues,2025-03-18,7
TICKET000714,CUST092933,Loan Application Rejected,2024-09-25,1
TICKET000715,CUST050339,Card Not Working,2024-08-18,8
TICKET000716,CUST057566,ATM Withdrawal Failed,2024-08-26,10
TICKET000717,CUST013861,Mobile App Issues,2024-12-18,9
TICKET000718,CUST021175,KYC Verification Delay,2024-05-25,4
TICKET000719,CUST058095,Card Not Working,2024-11-12,7
TICKET000720,CUST028044,Delayed Refund,2024-09-10,10
TICKET000721,CUST047928,Incorrect Charges,2025-04-20,10
TICKET000722,CUST085869,Delayed Refund,2024-06-03,2
TICKET000723,CUST014979,ATM Withdrawal Failed,2024-07-26,1
TICKET000724,CUST017761,KYC Verification Delay,2024-06-17,9
TICKET000725,CUST069406,Incorrect Charges,2025-01-07,0
TICKET000726,CUST063624,Mobile App Issues,2024-08-30,8
TICKET000727,CUST022375,Card Not Working,2025-02-22,0
TICKET000728,CUST027912,Delayed Refund,2025-02-13,5
TICKET000729,CUST085476,Card Not Working,2025-02-06,9
TICKET000730,CUST061022,KYC Verification Delay,2025-01-10,6
TICKET000731,CUST011563,Poor Customer Service,2024-06-15,5
TICKET000732,CUST060721,KYC Verification Delay,2025-05-08,2
TICKET000733,CUST047499,Account Locked,2025-03-28,10
TICKET000734,CUST052856,ATM Withdrawal Failed,2024-05-21,4
TICKET000735,CUST087151,ATM Withdrawal Failed,2024-09-28,4
TICKET000736,CUST031584,Loan Application Rejected,2025-04-22,6
TICKET000737,CUST054694,Card Not Working,2024-11-27,5
TICKET000738,CUST066430,Poor Customer Service,2025-05-09,2
TICKET000739,CUST060969,Unauthorized Transaction,2024-06-05,10
TICKET000740,CUST058471,Unauthorized Transaction,2024-08-11,4
TICKET000741,CUST028999,ATM Withdrawal Failed,2025-03-03,8
TICKET000742,CUST009774,Poor Customer Service,2025-01-18,3
TICKET000743,CUST055291,Delayed Refund,2024-10-26,8
TICKET000744,CUST097001,Delayed Refund,2025-04-07,2
TICKET000745,CUST071956,ATM Withdrawal Failed,2025-01-28,6
TICKET000746,CUST062433,Incorrect Charges,2024-12-03,9
TICKET000747,CUST006229,Unauthorized Transaction,2024-11-17,6
TICKET000748,CUST084767,Account Locked,2024-11-28,10
TICKET000749,CUST065199,Card Not Working,2024-09-13,5
TICKET000750,CUST047119,Incorrect Charges,2024-05-15,1
TICKET000751,CUST041866,Incorrect Charges,2024-08-03,3
TICKET000752,CUST037564,Incorrect Charges,2025-03-15,6
TICKET000753,CUST044484,Incorrect Charges,2024-08-29,7
TICKET000754,CUST062412,Unauthorized Transaction,2024-10-18,6
TICKET000755,CUST004538,Unauthorized Transaction,2024-11-04,0
TICKET000756,CUST031038,Mobile App Issues,2024-06-26,9
TICKET000757,CUST082413,Poor Customer Service,2024-07-23,8
TICKET000758,CUST053838,Mobile App Issues,2024-05-14,1
TICKET000759,CUST050381,Delayed Refund,2025-01-14,10
TICKET000760,CUST086873,Unauthorized Transaction,2025-03-30,8
TICKET000761,CUST009407,Unauthorized Transaction,2025-02-07,0
TICKET000762,CUST089449,Mobile App Issues,2025-02-08,4
TICKET000763,CUST095231,ATM Withdrawal Failed,2025-02-18,9
TICKET000764,CUST022168,Mobile App Issues,2024-12-24,10
TICKET000765,CUST092679,Poor Customer Service,2024-06-29,9
TICKET000766,CUST025120,Unauthorized Transaction,2025-03-21,9
TICKET000767,CUST039293,Incorrect Charges,2025-01-14,1
TICKET000768,CUST020047,Card Not Working,2025-03-01,4
TICKET000769,CUST079214,Card Not Working,2024-09-30,5
TICKET000770,CUST088030,Mobile App Issues,2024-09-15,7
TICKET000771,CUST032844,Card Not Working,2024-12-06,1
TICKET000772,CUST035724,Incorrect Charges,2025-04-30,9
TICKET000773,CUST005501,ATM Withdrawal Failed,2024-06-06,7
TICKET000774,CUST099702,Delayed Refund,2025-02-23,0
TICKET000775,CUST093673,Loan Application Rejected,2024-10-31,5
TICKET000776,CUST075791,Incorrect Charges,2025-02-21,6
TICKET000777,CUST083416,Mobile App Issues,2024-10-19,0
TICKET000778,CUST030476,Card Not Working,2024-09-01,7
TICKET000779,CUST093199,Card Not Working,2025-02-10,4
TICKET000780,CUST079065,Card Not Working,2025-01-20,7
TICKET000781,CUST032840,Mobile App Issues,2025-02-21,7
TICKET000782,CUST050702,Mobile App Issues,2025-02-28,0
TICKET000783,CUST023216,Card Not Working,2024-05-28,10
TICKET000784,CUST089817,Delayed Refund,2025-04-21,7
TICKET000785,CUST094174,Delayed Refund,2025-01-26,5
TICKET000786,CUST035010,Incorrect Charges,2024-11-06,1
TICKET000787,CUST083876,Poor Customer Service,2025-02-11,7
